tweet_text,label,type_of_disaster,hashtags,clean_text
continue breathe creature look feeding regard vestara,0,not disaster,,continue breathe creature look feeding regard vestara
pueo rico teacher eager back school hurricane maria,1,hurricane,,pueo rico teacher eager back school hurricane maria
number d time medium focus sikh man white turban amp beard repo story coincidence think,0,not disaster,,number d time medium focus sikh man white turban amp beard repo story coincidence think
sun wave finally palm beach t co ppfdvzjb,0,not disaster,['finally'],sun wave finally palm beach t co ppfdvzjb
survive hurricane anyone care,1,hurricane,,survive hurricane anyone care
re snowstorm m purify dark fairy tale pale moonlight,0,not disaster,,re snowstorm m purify dark fairy tale pale moonlight
costa rica eahquake live social andy roddick repeat costa rica ea repeat google trend,1,earthquake,,costa rica eahquake live social andy roddick repeat costa rica ea repeat google trend
help typhoon haiyan survivor,1,hurricane,,help typhoon haiyan survivor
pray really work dont tweet repeat prayforvisayas,1,earthquake,,pray really work dont tweet repeat prayforvisayas
love reagan,0,not disaster,,love reagan
tsunami go canada eahquake hawaii hurricane sandy,1,hurricane,,tsunami go canada eahquake hawaii hurricane sandy
west little rock radar show possible tornado seek shelter now arwx,1,tornado,['arwx'],west little rock radar show possible tornado seek shelter now arwx
pk des want det non des want v tweet smh,0,not disaster,,pk des want det non des want v tweet smh
god re still,0,not disaster,,god re still
quiet sit morning user train rare vehicle sound bird bow river yycflood,1,flood,,quiet sit morning user train rare vehicle sound bird bow river yycflood
neal brighten day re feel little blue today whitecollar,0,not disaster,,neal brighten day re feel little blue today whitecollar
nswfires user urge sutherlandshire resident prepare hot condition monday t co g number ets,1,wildfire,,nswfires user urge sutherlandshire resident prepare hot condition monday t co g number ets
thooooo user lmaoo ayyeeee user lol ready c lol,0,not disaster,,thooooo user lmaoo ayyeeee user lol ready c lol
simondumenco interactive map hurricane sandy s path nytimes t co dvorul q,1,hurricane,,simondumenco interactive map hurricane sandy s path nytimes t co dvorul q
d think hurricane sheriff s office good thing attempt check id shelter,0,not disaster,,d think hurricane sheriff s office good thing attempt check id shelter
wildfire cut house half roll car melt bridge car oh pinpoint people car try escape turn dust still miss,1,wildfire,,wildfire cut house half roll car melt bridge car oh pinpoint people car try escape turn dust still miss
user user good luck tonight hope power,0,not disaster,,user user good luck tonight hope power
imagine re casually go walk glasgow run cait sam wow totally t relate,0,not disaster,,imagine re casually go walk glasgow run cait sam wow totally t relate
bynes still think beautiful lt,0,not disaster,,bynes still think beautiful lt
m honestly hurricane mood,1,hurricane,,m honestly hurricane mood
really adrian marcel version take time,0,not disaster,,really adrian marcel version take time
s reminder don t beg someone stay save space people matter don t chase anyone accept,0,not disaster,,s reminder don t beg someone stay save space people matter don t chase anyone accept
online marketing tip use qr code print campaign effective cross medium market qrcodes onlinemarketing,0,not disaster,,online marketing tip use qr code print campaign effective cross medium market qrcodes onlinemarketing
yes baby repeat impoant wynonnaearp wayhaught,0,not disaster,,yes baby repeat impoant wynonnaearp wayhaught
please share nhs dhs cheerleader collect non perishable food item paper good hygiene item diaper clean supply game tonight hurricane michael victim dcs school bus use stuff bus,1,hurricane,,please share nhs dhs cheerleader collect non perishable food item paper good hygiene item diaper clean supply game tonight hurricane michael victim dcs school bus use stuff bus
user clydefc good le fridge s many ex club moreclubsthantigerwoods,0,not disaster,,user clydefc good le fridge s many ex club moreclubsthantigerwoods
restaurant damage half pool ocean,1,hurricane,,restaurant damage half pool ocean
yahoo news late news headline hurricane dorian official worldwide seek aid historic tragedy bahamas ift tt utwnjl thousand leave shelter likely face food water shoage say un local authoritiesus official counterpa,1,hurricane,,yahoo news late news headline hurricane dorian official worldwide seek aid historic tragedy bahamas ift tt utwnjl thousand leave shelter likely face food water shoage say un local authoritiesus official counterpa
user poor quality footage costa rican eahquake sept number h number,1,earthquake,,user poor quality footage costa rican eahquake sept number h number
last dec la freak load tiny car broken arm ask daughter today s far bad last year wind stop now s worst deadly fire calif history celebrity re wildfire l dec bravotv daily dish celebs react l california wildfire,1,wildfire,,last dec la freak load tiny car broken arm ask daughter today s far bad last year wind stop now s worst deadly fire calif history celebrity re wildfire l dec bravotv daily dish celebs react l california wildfire
usgs eq m km ssw anza california time utc t co bwwnlsxhb eahquake,1,earthquake,,usgs eq m km ssw anza california time utc t co bwwnlsxhb eahquake
abcnews troop lend muscle queensland s flood recovery t co jmjskroi bigwet,1,flood,['bigwet'],abcnews troop lend muscle queensland s flood recovery t co jmjskroi bigwet
focus rest world black white scream color user t co f,0,not disaster,,focus rest world black white scream color user t co f
jay z feature foxy brown ain t player now play end,0,not disaster,,jay z feature foxy brown ain t player now play end
nepal eahquake nepaleahquake nepal eahquake death toll near number update england gbr wat,1,earthquake,,nepal eahquake nepaleahquake nepal eahquake death toll near number update england gbr wat
tornado warn jay eastern delaware western randolph take shelter safe place tune ipr live update,0,not disaster,,tornado warn jay eastern delaware western randolph take shelter safe place tune ipr live update
nswfires bargo nsw,1,wildfire,,nswfires bargo nsw
cebu gov hilario davide say public school cebu province resume nov eahquakeph cebudailynews,1,earthquake,"['cebu', 'earthquakeph']",cebu gov hilario davide say public school cebu province resume nov eahquakeph cebudailynews
user awn,0,not disaster,,user awn
mayor push tornado shelter law mayor tornado devastate town moore oklahoma vow pu repeat,1,tornado,,mayor push tornado shelter law mayor tornado devastate town moore oklahoma vow pu repeat
adquaers re everywhere number don t even know assassinate leader don t need g,0,not disaster,,adquaers re everywhere number don t even know assassinate leader don t need g
mlq rizalgov update cainta oigas passable imelda ave passable light vehicle floodph,1,flood,['floodph'],mlq rizalgov update cainta oigas passable imelda ave passable light vehicle floodph
video state begin hurricane shutdown president barack obama warn american take hurricane sandy t co gyqs n,1,hurricane,,video state begin hurricane shutdown president barack obama warn american take hurricane sandy t co gyqs n
hurricane matthew slowly head way florida prepared home ride instagram p blpfybwjzcz,1,hurricane,"['matthew', 'florida']",hurricane matthew slowly head way florida prepared home ride instagram p blpfybwjzcz
thank brother,0,not disaster,,thank brother
sign language interpreter decide warn people something quite different,1,hurricane,,sign language interpreter decide warn people something quite different
leave gym now flood stricken road wish luck,1,flood,,leave gym now flood stricken road wish luck
s condo pa town flood really bad flood parking lot water car bad,1,flood,,s condo pa town flood really bad flood parking lot water car bad
omg feel number cuter now iphone,0,not disaster,,omg feel number cuter now iphone
china ship useful product exchange ship piece paper decline value,0,not disaster,,china ship useful product exchange ship piece paper decline value
nervous roommate force fee whiskey sand user frankenstorm apocalypse hurricane sandy,1,hurricane,,nervous roommate force fee whiskey sand user frankenstorm apocalypse hurricane sandy
prayforchile tsunami offing space year one japan goodness ar,1,earthquake,,prayforchile tsunami offing space year one japan goodness ar
financialtimes ethiopian regime continue receive foreign aid famine strike year eastern ethiopia https t co fggzqn v,0,not disaster,,financialtimes ethiopian regime continue receive foreign aid famine strike year eastern ethiopia  t co fggzqn v
way assist hurricane harvey relief fund houston food bank south tx blood tissue center,1,hurricane,,way assist hurricane harvey relief fund houston food bank south tx blood tissue center
week s user gctakeover episode wouldn t possible w fan philippine fan repeat,0,not disaster,,week s user gctakeover episode wouldn t possible w fan philippine fan repeat
s win national championship definitely complete career keilani ricketts repeat,0,not disaster,,s win national championship definitely complete career keilani ricketts repeat
nrg center now open relief shelter hurricane harvey expect evacuees adyfrirl,1,hurricane,,nrg center now open relief shelter hurricane harvey expect evacuees adyfrirl
